# Constructed from biom file
#OTU ID	NC01	NC03	NC09	NC10	NC17	RC05	RC07	RC10	RC12	RC16
f8acd82fa69f69f4145e2e486dd39738	0.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4e7067996bd5cef26e064f4efba2c182	6888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b0243a3c2ed3040225a7552f9d872a2	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0
0545637c733213c529efceabd2d90212	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
505e5c4eb16211d78312785cb059864a	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
2d97a81cf4cbadda598d91eee15f228c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0
440fc7814d2222a13c6ab584f28c9d62	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
b7c863750933bfd18696ee3a879b9842	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e0d493e4fdb71557608ce40785dd8f2b	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc76fd189978ac6e0e465274f70b72fb	0.0	0.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b012bef34af2565b50554a1d5b9ce099	0.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7224fc5b189187e96f1510ba8fb3b62b	0.0	0.0	0.0	341.0	0.0	0.0	0.0	0.0	0.0	0.0
6670f55630fb31cdf107b1eb8a861ad2	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
527f246274fbb9692e2ce1cbf6ffd108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
2027190ed3bf595eeab30b7fec3bf3a5	0.0	0.0	578.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a54a0e6bde60b0743d3b7dc1340316aa	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0
796bd28ad8660fa373cd46b3bc0e796d	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
239f6967a0a41d6216df8538ec192e62	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
9ea2d8da107e4bfa1f607bf91e623bb3	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0
ab48dabd519a941d5898c31585c389c5	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5ab57ae6a094d40b4daef48c36716250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0
07d35e591042a5148c3fdc1268cbcefa	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
98854a94ac6c07588399a9c1024570e6	0.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0
1868cd017e9b0a442d5130eb685267cb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0
3ae285a20e91539d75923187dc0a4a71	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c1a26227126666f0a1dd7de9a5025df5	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
546ebd8ff7176816662d3107929caa84	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85f8fe4966c0cbdb1cac27b42d894bc4	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
f17e709974b9c975d628077078ea5e84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
4b79f4e789dd59dc6c0abae395bfa603	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5006237434522a9cd4ac7be77e7f7866	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0
985757fec27d48e7473af3aa13f5f013	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3bc242035003fd561ee4a02dc6820d0a	545.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f3fd3eea7c86c477e61e9b677b6805f9	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717cfb6da83e1ff4915c8c30cc3b2d07	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250d279a92a11d452b2ff73fde76da1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0
7ab5d48239b0fefad6b422d0e1103454	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b99875ffdefa51ab1812f04130a55039	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8d19295a0a9dd86fb07b9817c0ef08a3	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fb4649c4151145c26ff4fa10318e7c7e	0.0	0.0	0.0	971.0	0.0	0.0	0.0	0.0	0.0	0.0
95c16b183bb8047e59ed20b9f0ac884f	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4621a833eead3ffca46546ccb1f7334d	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
f5b7114dc7ec3fc65eaaac5083e1a802	1116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f85a0ca7bf1e24dd5498011f2559fb27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	366.0	0.0
887e1768cb46794ed2324efc496a7909	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0
1601701ddebbec35627ebb9f817c1a84	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786de58c28ba8b11133df0f08051ac20	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
751128f39a571f0995d6d363273c8ddc	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69a19597c287f0fdba81e15c2bf87055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0
bb68b7874fe8bdd94912e564b8ead966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
61b8feb7ba60e3800a2137dc25be642b	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f72d29f2ba595acbcc1c287c37207602	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
e6400903d1134678e00f41e61f82ecaf	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
4f40f4dd46882ba2cce8b656db1f6e94	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894f5454dd10b54f6fac0f61c4e374d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0
bb326b12d4b44833f4e4318ba78ef697	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
3fc3b8f1196508e123bb98c3ca961460	0.0	0.0	0.0	0.0	2101.0	0.0	0.0	0.0	0.0	0.0
8f8dcc2b05db3eeefbd38debd4e0204c	0.0	0.0	0.0	0.0	221.0	0.0	0.0	0.0	0.0	0.0
43dc2b082c503ad58c698f8d6c206f9c	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
891906807c629d30806c9dbf7cf11dce	0.0	0.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5b77d82964e6788f9ffc86176976f8c7	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869202050e99c3383cc068aacae87a49	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ba8134f037de9400fd5c88b4a04f1b59	0.0	0.0	0.0	4742.0	0.0	0.0	0.0	0.0	0.0	0.0
7d5308e8bab6d0b3dbb60a32f81e6ca2	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
cd1973f70210d91bc54a982345434b79	0.0	0.0	0.0	0.0	0.0	691.0	0.0	0.0	0.0	0.0
bce041a46b6a6b561b194aa9dc87e547	0.0	0.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	0.0
32c2172b8353bda4002e16e6d6ba1a4a	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
4bd55ec52c35443190e9323088681332	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
50328e18fed069d2c02950e8d8d0a0c5	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a8d21fe180a0997749258cc467951ba0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aac53c41c4c4dd66a24a4963c7a32a40	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2876e341f4f2b946500f7d7ccb20320c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392.0
7720d6bc9cf0bc27ca8e36736b708acf	0.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0
d6493b1673ba86c00702bf88915e55f5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.0
5a0e5b70d03901289be8e313e7bbc486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1439.0
ca35e79f5bdd8b6ceb96ff0bbf516b1e	0.0	0.0	0.0	823.0	0.0	0.0	0.0	0.0	0.0	0.0
ecc0aaf66b77900ca18e91c0a53bba80	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
9d8a169df4614d16a53e4e703c27a979	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0
5542d5b74563abdf03baa754fab3958f	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72da3e305f6669709d8dc57935f554ba	0.0	414.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
085a308dc077ccc366fc674de66ed39c	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0
5db8e91e958bcbb966e59a9ea698b4ea	0.0	0.0	745.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e29e56b3de4fdecf20194a9c1906c4c6	0.0	0.0	0.0	349.0	0.0	0.0	0.0	0.0	0.0	0.0
b3aa53ffe79ad5b9f8735bf9a297573c	0.0	0.0	0.0	0.0	0.0	1249.0	0.0	0.0	0.0	0.0
37fd67f099f62812bebf6afcfcf782c0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
67bc2b99170c01d903b2f511fcc7b402	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49289a324bec838af9af22b8f19e077f	0.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0
51cf37f4070857de6676d3d860891aa8	0.0	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0
07471ced2893ddad1502a71926a9781b	0.0	0.0	0.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0
a0f2d2592122895d9e7dcefeb87625f8	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
07b0d3f848371f1503c9d5f9cdc039ae	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9ebeb9ab5d1fa4a595d9360ad1177d4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	0.0
2332af7cd3131b480bf801645664ba2f	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
042255c4b758fb1a07d4906ee4dc938e	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0
7ffc8f30b80f0fd8f2d55069791b9974	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
bd67ae24b4c27d65eed0b30d0520dbbd	0.0	0.0	0.0	0.0	0.0	220.0	0.0	0.0	0.0	0.0
f8408111188d552db7b85d223a25eeb9	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
a977d238739b76a84397d7db1b6cadee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
df2fb927e07e7da3541754a14c123178	0.0	0.0	0.0	0.0	1154.0	0.0	0.0	0.0	0.0	0.0
6966efd8212353ae4dbe7921894a4fde	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
47de4a2b8c232c2e018f6afe10caa391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	954.0
b4425c9bf7c35a085608e8ba096e6614	0.0	277.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9ed122a224f6c1dc24d0e45340d537e5	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652b90692652d43008b76322150b4c45	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
057d3202073f314de776ac54d37503a3	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501f35b428b95ce6ae2eefd952a1ef8f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
aab90d45a1fa0904d6cebeb316cd4a28	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
105cf200a9271f8851db882770ecf997	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d131e7f16bf51b45cdba74f0d9803f89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.0
46cdcc34ff06236b1ac9cbc7ab7279ef	0.0	0.0	0.0	0.0	0.0	0.0	460.0	0.0	0.0	0.0
f47cbab37a058bf542bf599813093fba	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25cb04b1795cbe6bc475f28862c0fc21	0.0	0.0	0.0	0.0	1357.0	0.0	0.0	0.0	0.0	0.0
2557828d766ff432331606c7047a7951	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0
6c45b2a76b43796bd3eb2a9af5130cb8	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79545d11d414ea97557e36c8c7e80c6c	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
519ed8104bb609dcb36644680559546f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	0.0	0.0
0cfa67010da89c80bc1cc18574c8405c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	315.0	0.0	0.0
abcf57052c414ddfb8ad4ec1a5388ffe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
a127b636a0591d19a4df8798bf407e10	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3cfd524598c69240215ee61486ae729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
469e813d3716fb1be7385283ce50ffee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0
25a20406788516c6a6abf9ca3904e653	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
4fbdad83aa4db8a645d8e826bee3ee78	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0
ee647a9cb263558b1fb00accd62aebb8	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
67f5ce6b6291d2da72f4563a58385b1d	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a177f5e297872623c7e89234e77c67b6	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d13f62bd9c6c4fcdc135cc8311f9451f	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0
44b08c0db2c544935f5891856d349aa5	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42a36304257f390545bbc9ca165542ad	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
d3ef883d40a9164f1e97fcff5b83b6d2	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
e44aac42199ffe6c4090cd02406b09a4	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
a42de13240bd0b198cce5e7b63357003	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
da20c0e47c35ae95dd08405ceb426cf6	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
b3e14d6f3eef05c84e92a24be9a6897d	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ec256ef50f281bdf5e4584423b4060e8	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21df92c594956868eb7945f5b6cc6cbb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0
d74250d06d62b9186a458fa9ac67669c	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2fafeb7cd351b506fed617a33debffac	0.0	0.0	0.0	0.0	0.0	1125.0	0.0	0.0	0.0	0.0
579d1993074befdd19090a65a3fe5c80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
4a469b8ede52d8e405e93c0afa15ad2e	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3bac8b0bd31f4bf42a2e66a5c4694647	0.0	3013.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ebcc5e79e390d4888d75013a91b8b2b0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
4cdc876358aee48d5acde6cd6b0fbd65	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c2d0edfc5b2e5d69e656fa5e48d84716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
e0f80ea0dd34094e8d11580f5ef45b64	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
5712868396e2a925cb8f7dab2aa31911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	603.0	0.0	0.0
4cedc66d4bde98f72495e1ce60022cac	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
