id,(Intercept),conditioncancer
169645b2796caba813f426bf57f2b994,-0.029556175656558412,0.8857004985718562
e39713d125fd0ba221510cbe250e7bcd,0.24770269656741978,-0.018657216837952018
469e813d3716fb1be7385283ce50ffee,-0.02955617565655827,1.2210385264605095
c088c781653a38ca24df73ce18854f40,-0.029556175656558267,0.9453990962830553
a03f5345b72a5f0d046aacf40a9c6ee6,0.8726157256468118,-0.643570245917344
cd756bc6c217515ee1c1a7b2eab67dbc,0.9916329191235582,-0.7625874393940902
2f5714d725275d8804f9652517fc7df2,0.9424063052157762,-0.7133608254863084
4d7e526b342eb01e7bfdb266385ce6f8,-0.0295561756565583,0.885700498571856
59f725da350fdb78cd9898f3d8ddadaf,-0.029556175656558294,0.47832411311964806
ee042a2bcce08ec27b7e1d8604fde7b6,-0.029556175656558308,0.7715915268783334
2ddb446897cd82f4673e85b899b12664,-0.029556175656558308,0.7715915268783334
0ba510a6c9f9118beb06c9ad16fa236a,0.5485181759226745,-0.31947269619320684
bdd97d77c74c7a9f4bc605cd51a25910,-0.029556175656558287,0.8942124214556152
ba754b662f6cb20b5602942844a68857,-0.029556175656558326,1.5458317290599117
494b252a04bfafd91d1fafbf9fbe2892,0.5485181759226746,-0.31947269619320684
8c50220cd77e468428d4919a6b05ce56,0.9141435986024609,-0.6850981188729929
5e3c6b39b83e370547822407fa14885b,1.0301072976530492,-0.8010618179235814
00d9f2dd95211b1e894b73b1fa029fd7,-0.029556175656558402,1.2960788165541772
46b8872662d7c15f9318dc6058197f65,-0.029556175656558298,1.1111376307942893
a3cfd524598c69240215ee61486ae729,-0.02955617565655827,0.9320608213833209
f7e91d8e0fa074111141ac862b39c18c,0.6926274068722866,-0.463581927142819
64fea47b98b59708908e8601419fe506,-0.02955617565655839,1.5960233769593293
7061724d1e92cf93147ba535a9100583,-0.02955617565655833,1.3580353004446666
b80e87217d99466430d5ce5fb64944ff,1.260537908772277,-1.0314924290428094
7088ee58c9ab8ea6fb15b4ffc326171c,-0.029556175656558267,0.5358605276100041
0f7942133e3f44b842245d3c9f752074,-0.02955617565655821,1.2698508164556874
c588516964b839abe2ed6c3585e6806c,0.8113823482216348,-0.582336868492167
babec20bc5a3394c1e8674d7fb3ca23f,0.8833134626370088,-0.6542679829075411
51a7bbd86ecc82eb6c2470935d4a61a8,-0.029556175656558225,1.2242644028464862
87f0999174e7d0c90eebf91ef8d19ae6,0.19016628207706376,0.038879197652404024
2c14f59389a8e536b5cb124d9ac41036,-0.029556175656558235,0.9638737603092584
f242d520601456a08f02a7af5f84f650,-0.0295561756565583,1.3299189103204285
ddd279fc5d3443cbb837288e4493d747,0.5695902790542399,-0.3405447993247721
b58455d9118a8e66a347b04ddf00725a,1.8284958233738529,-1.599450343644385
3e20e73dcaa88266e66a6fd956a437c2,-0.029556175656558294,0.47832411311964806
9c941f5aa42803bf08e199599085905b,-0.029556175656558333,0.8474894512193142
